id	sentence	about_affect	about_spatial	about_topic
550	Starting as a conventional thriller <head>about</head> a cop ( Miami Vice 's Don Johnson ) with marital and drinking problems , it escalates excitingly .	0	0	1
551	Basic Instinct The unabridged version of Paul Verhoeven 's sexy thriller <head>about</head> a murderess with Michael Douglas as the policeman in pursuit and Sharon Stone as the lethal enigmatic beauty who steals his soul .	0	0	1
552	A well plotted and beautifully written thriller <head>about</head> water fraud , alcoholism and the relationship between father and son .	0	0	1
553	Those advertisements were still there , plugging temp agencies , breath fresheners , computer dating , a lurid paperback <head>about</head> anthropophagous slugs , holiday firms	0	0	1
554	She was convinced now that her husband had been working on a book <head>about</head> The Hell Fire Club and	0	0	1
555	Since then he has been busy working on a medical book <head>about</head> brain tumours in a bid to increase public awareness and raise vital funds for research .	0	0	1
556	She liked the script <head>about</head> a young couple in the then fashionable Swinging London , but did not feel it was quite right for her .	0	0	1
557	At least two lives of Jackson Pollock are also in the works , as is another script <head>about</head> the collector Joseph Duveen .	0	0	1
558	In the February issue of The Art Newspaper , you published an entertaining article <head>about</head> expertises .	0	0	1
559	But this latter convention has no place in a volume <head>about</head> English local history , or at least none the author has ever discovered .	0	0	1
560	The bank had organized everything concerning the various consultants , the share price , and the prospectus -- a forty-page , glossy volume <head>about</head> the company 's structure , trading situation , and future plans .	0	0	1
561	He was evasive <head>about</head> Rob too ; almost as if he had n't wanted to talk about him .	0	0	1
562	Bob was always evasive <head>about</head> Tessa , which made Jannie suspect that he might be serious about her .	0	0	1
563	The lies , omissions , and distortions which used to characterise historical research and teaching have come to an end and , with every day , honesty <head>about</head> the past is capturing more territory .	0	0	1
564	The attempt at honesty <head>about</head> Chernobyl had strict limits , and was neither thorough nor consistent ; but it was a break , never mind an incomplete one , with the Soviet past .	0	0	1
565	As I write there are a few small , unexcited newspaper reports <head>about</head> the progress of peace talks taking place , under the aegis of ex-President Jimmy Carter , in Atlanta , Georgia .	0	0	1
566	The Israeli Peace Now movement condemned the decision , but defence sources said the order was based on detailed reports <head>about</head> Mr Husseini 's political activities .	0	0	1
567	There have been reports <head>about</head> an increasing number of people suffering from food poisoning and accusing fingers have been pointed at food manufacturers , distributors , caterers and even consumers .	0	0	1
568	Lewis also had to contend with tabloid reports <head>about</head> an off-screen romance between her boyfriend and Geena Davis during the shooting of Thelma Louise .	0	0	1
569	More dramatically , in the spring of 1990 , a senior DEA intelligence analyst confirmed that most of what Aviv had said in his report <head>about</head> narcotics trafficking through Frankfurt airport was true .	0	0	1
570	Editor , -- There is scarcely an assertion in Richard Smith 's editorial <head>about</head> the General Medical Council ( GMC ) with which I would not take issue .	0	0	1
571	One can not be distanced from or emotionally neutral <head>about</head> issues of self-knowledge .	0	0	1
572	As with other strong personalities , people were seldom neutral <head>about</head> her .	0	0	1
573	Sir Curtis Keeble , former BBC governor , said the disclosures <head>about</head> Mr Birt 's finances should be examined by the corporation 's board .	1	0	0
574	Why should Kathleen not visit the nursery garden , why had it been necessary to make the explanation <head>about</head> the geranium plants , why had she flushed with guilt and fear and concealment ?	0	0	1
575	She listened uncomprehendingly to Wilcox 's technical explanations <head>about</head> the drag and the cope , core boxes and coffin moulds .	0	0	1
576	It offers access to monied and aristocratic lifestyles , it has the atmosphere and tension of auctions , and it judiciously slips in technical explanations <head>about</head> antiques .	0	0	1
577	Therefore , all viewers have the right to ask and receive explanations <head>about</head> a station 's programming , contents of programmes and advertising .	0	0	1
578	There were sensible , scientific explanations <head>about</head> the effect of the changes in air pressure .	0	0	1
579	He was no longer a fearless defender of the cause but a simple German father , scared <head>about</head> his son , needing a shoulder to cry on .	0	0	1
580	What many feminists find most surprising <head>about</head> the article is its appearance at a time when the abortion issue has regalvanised women .	0	0	1
581	Keith seemed consumed by rage ; he stalked <head>about</head> the house , talking to himself and looking at her occasionally with a red , homicidal fury .	0	1	0
582	Here are some of the things the French find funny <head>about</head> Britain : LOLLIPOP LADIES : They find the uniforms hilarious .	0	0	1
583	Barrymore reported something interesting <head>about</head> the footprints .	0	0	1
584	She was n't mean <head>about</head> it , she was very grateful to have someone to talk to and I used to try to spend a lot of time with her just to cheer her up -- you know , walk the dog with her and go shopping -- just do all the things that would help .	0	0	1
585	They chattered and laughed , being rude <head>about</head> Western passersby who could not understand their language .	0	0	1
586	In private , politicians from other countries are becoming increasingly rude <head>about</head> Britain .	0	0	1
587	"As one manager expressed it : "" If you want to move an elephant you have to be pretty rude <head>about</head> it . """	0	0	1
588	"` You 're terribly unkind <head>about</head> Colonel Foxton , "" Christabel told her ."	0	0	1
589	Oliver muttered something unkind <head>about</head> rats and sinking ships but Maurin missed it .	0	0	1
590	GERMANS are not often polite <head>about</head> British managers .	0	0	1
591	She was polite <head>about</head> the leeks and lumpy cheese and said a similar thing could be done with endives and it looked at first as if the lunch was going to prove a slightly awkward affair .	0	0	1
592	He decided to be nice <head>about</head> the whole business , though he still could not see the point of it , and offered to put the little biscuity things into bowls .	0	0	1
593	I would even say something nice <head>about</head> his new-fangled haircut if he were to say something hopeful to the London borough of Newham .	0	0	1
594	He 'd taken her to church , he 'd taken her to lunch and she had n't been particularly gracious <head>about</head> any of it .	0	0	1
595	The conventions <head>about</head> what counts as a convincing argument vary with time and place .	1	0	0
596	` I 'm sorry <head>about</head> that , ma'am .	0	0	1
597	"I am worried <head>about</head> the partnership , "" says United 's manager ."	0	0	1
598	She was nervous <head>about</head> her plan now .	0	0	1
599	Fleischmann said that one of the referees had said that it was nonsense and that the reaction of this referee had made him nervous <head>about</head> the validity of their experiment .	0	0	1
600	I was a bit embarrassed <head>about</head> that .	0	0	1
601	"They 're a bit embarrassed <head>about</head> us doing their work for them . """	0	0	1
602	They were a little anxious <head>about</head> the flight over the Timor Sea as their compass had been 10d awry on the outward journey though it was correct at Melbourne .	0	0	1
603	Many beef farmers in my constituency of Monmouth are deeply anxious <head>about</head> the impact of the MacSharry proposals .	0	0	1
604	"She 's in a lot of pain , and is extremely anxious <head>about</head> her condition . """	0	0	1
605	And I 'm really excited <head>about</head> it and there 's lots of interest , I think this places are taken up already .	0	0	1
606	Carlie and Harvey feel bitter and resentful <head>about</head> the way they 've been treated .	0	0	1
607	I coped at the time but now , five years on , I feel guilty and resentful <head>about</head> the whole affair .	0	0	1
608	The grand old man of the Scottish mountains , author and TV star Tom Weir , said he was sad <head>about</head> the plan .	0	0	1
609	Funny -- I remember that I was more shocked <head>about</head> the child .	0	0	1
610	But Beattie is a little apprehensive <head>about</head> the effect of what he has said .	0	0	1
611	He went off to the kitchen , leaving Leonora apprehensive <head>about</head> the rest of the evening .	0	0	1
612	She in turn had been drawn to him at the time when she was miserable <head>about</head> Jean-Pierre .	0	0	1
613	THERE was something particularly touching <head>about</head> the picture of murdered teenager Johanna Young that dominated newspaper front pages this week .	0	0	1
614	What is so touching <head>about</head> these poems is the contrast that they express .	0	0	1
615	In time , perhaps , she would make efforts to conceal her resentment about his ability to make her feel guilty , and he would make efforts to conceal his anguish <head>about</head> the loss of her .	0	0	1
616	By anybody 's reckoning , she still had another week in which to go through agonies <head>about</head> it .	0	0	1
617	In Washington there was understanding , but just as much disquiet <head>about</head> British Defence policy .	0	0	1
618	We shall find reason for disquiet <head>about</head> this argument .	0	0	1
619	"But the STUC also voiced disquiet <head>about</head> the way last Monday 's picketing was handled by police , and said it had secured a pledge that policing would now be ` even-handed "" ."	0	0	1
620	What had once been a largely invisible world of mental hospitals , private suffering , and professional services now appears in local communities as homelessness , strange persons in public , and bewilderment <head>about</head> who is responsible for whom .	0	0	1
621	The first important truth for voters in such spirits is that , in their dismay <head>about</head> recent economic and political errors , they are forgetting the immense Tory achievements which preceded them , and are now at risk again .	0	0	1
622	His embarrassment <head>about</head> self-disclosure gives the impression , belied by his other books , that he knew nothing of the mystery that grace works by means of human weakness , not by side-stepping it .	0	0	1
623	Many solicitors never overcome their own embarrassment <head>about</head> the amount that they charge , though few go on to lower their fees .	0	0	1
624	So tell the world , and its boredom <head>about</head> your troubles will heal you .	0	0	1
625	"Nell 's distress <head>about</head> Black people 's ` ways "" and ` habits "" reaches a climax with the dreaded realisation , ` You 'll have children , Black children ! """	0	0	1
626	We know that the patient who can show distress <head>about</head> their condition , talk about it and share anxiety has a much faster recovery rate than one who suppresses such feelings .	0	0	1
627	The media excitement <head>about</head> Enid Blyton and Captain W. E. Johns soon died away .	0	0	1
628	They also put Unionists on the defensive , prompting them to make accusations <head>about</head> a republican and Communist conspiracy which stoked fears among their own rank-and-file supporters .	0	0	1
629	The old woman might become hysterical again and renew her accusations <head>about</head> Joseph , or she might follow Rain 's own reasoning and link Maurin with the attack at the museum and Sabine Jourdain 's murder .	0	0	1
630	"` If you 'd bothered to listen to me , "" Peter went on , ` instead of simply wading in with all those slanderous accusations <head>about</head> her , I 'd have told you earlier . """	0	0	1
631	The Democratic Unionist Leader , the Reverend Ian Paisley , has been suspended from Westminster for five days after refusing to withdraw accusations <head>about</head> Sir Patrick Mayhew .	0	0	1
632	Mrs Maybury was quite scathing <head>about</head> it , but she is a little old-fashioned , and times have changed .	0	0	1
633	Mr Lamont was scathing <head>about</head> the way the Government conducted its business .	0	0	1
634	Now the tory party are forever lecturing us <head>about</head> choice are they not .	0	0	1
635	"` The only car apart from a Rolls-Royce that he could fit into was an extra large Range Rover , "" says the driver , who also tells hair-raising tales of ferrying Maxwell <head>about</head> town ."	0	1	0
636	How could she be concerned <head>about</head> the choice of jam ?	0	0	1
637	I am concerned <head>about</head> my seven-year-old son .	0	0	1
638	Because they 're concerned <head>about</head> America 's oil dependence , senior government officials have come to rub shoulders with the advocates of conservation and alternative power sources .	0	0	1
639	Delighted <head>about</head> Jim , apprehensive for Jasper , Alice lay for a long time awake in the silent room .	0	0	1
640	"I felt quite depressed <head>about</head> it . """	0	0	1
641	"` We tried to encourage the people to work with each other , and talk to politicians , because they argued a lot <head>about</head> what they were going to do all the time , "" he said ."	0	0	1
642	""" I 'm not standing here all day bickering <head>about</head> this ."	0	0	1
643	These two treatises gave classic expression to the opposing arguments <head>about</head> the eucharist , and they have been of great interest to theologians ever since .	0	0	1
644	Falk advances these principles in the awareness that , pending the actual abolition of nuclear weapons , a different , and much more dangerous conclusion can be drawn from the argument <head>about</head> the illegality of nuclear weapons .	0	0	1
645	Arguments about language , in any case , need to be separated from arguments <head>about</head> style , particularly in a period of fast linguistic change , such as the Merovingian Age .	0	0	1
646	Even when common goals have been established , conflict may be generated during the planning process because of disagreement <head>about</head> the way in which these goals should be achieved .	0	0	1
647	It can do this because during the recent election campaign , there was no great disagreement <head>about</head> economic policy among the parties .	0	0	1
648	` We used to fight <head>about</head> it , when I first knew .	0	0	1
649	The fact that they had not fought <head>about</head> it should have announced their despair .	0	0	1
650	We 've been fighting <head>about</head> money of late , but then again it might be my face .	0	0	1
651	` Well , sir , it 's not so irrelevant because while he was in that curacy there was some sort of row <head>about</head> a boy in the youth club .	0	0	1
652	The protest follows the row <head>about</head> the Chancellor 's $4,700 legal bill paid by the taxpayer , and overspending on his credit card .	0	0	1
653	There was a tremendous row <head>about</head> this inside government and Whitehall .	0	0	1
654	They 'd probably have a row <head>about</head> it .	0	0	1
655	There was a damaging row <head>about</head> the requisition for scrap of his wrought-iron gates .	0	0	1
656	Can a row <head>about</head> the endless Saturday afternoons he now spends bent over the bonnet of his old car be used as a vehicle for their underlying struggle ?	0	0	1
657	Lord Carrington resigned as Foreign Secretary , pre-empting a distracting row <head>about</head> who was to blame , leaving the Prime Minister unambiguously in charge of policy .	0	0	1
658	They 'd probably have a row <head>about</head> it .	0	0	1
659	` Well , sir , it 's not so irrelevant because while he was in that curacy there was some sort of row <head>about</head> a boy in the youth club .	0	0	1
660	At one level , Bob and Joan Halton rowed <head>about</head> his old car and his mother .	0	0	1
661	` Parul knew he had been with other women and they rowed <head>about</head> it .	0	0	1
662	He did n't support our strikes and we used to row <head>about</head> it , but not now .	0	0	1
663	THE recession has lead to record numbers of couples rowing <head>about</head> money problems , says Prudential .	0	0	1
664	However , even those who do not doubt the terrible things that happened can still squabble <head>about</head> their meaning .	0	0	1
665	He knew Blanche was nervous by her uncharacteristic air of distraction and tried to calm her with compliments <head>about</head> her appearance .	0	0	1
666	It was Peters who chided him <head>about</head> his frail physique , which led to his regular attendance at August 's Gymnasium , which was in the basement of Apley Hall .	0	0	1
667	Just occasionally the tensions spilled over , such as when she berated Moira publicly <head>about</head> the way she was feeding her first child .	0	0	1
668	At no time , either , did Zacco either seek to be alone with him , or utter a word of reproach <head>about</head> his failure with Famagusta .	0	0	1
669	The clinical teacher can become knowledgeable <head>about</head> a particular specialty , and will be aware of the demands of the ward .	0	0	1
670	When setting up a community leg ulcer clinic , nurses need to be knowledgeable <head>about</head> many aspects of care ( Fig 1 ) .	0	0	1
671	I also needed to be knowledgeable <head>about</head> the procedures , likely outcomes and prognosis so that I could give full and accurate explanations to Mrs Allen .	0	0	1
672	The Golf Foundation Merit Award Scheme is designed to give young golfers an incentive to improve their technique and also make them more knowledgeable <head>about</head> the Rules and Etiquette .	0	0	1
673	The old man was knowledgeable <head>about</head> music .	0	0	1
674	She wondered if she should tell him <head>about</head> Amy 's having been a nurse .	0	0	1
675	Her last nurses did not tell her <head>about</head> her daughter 's terrible fate .	0	0	1
676	` Nobody told me <head>about</head> this .	0	0	1
677	I wo n't ever tell <head>about</head> it .	0	0	1
678	She told <head>about</head> the shame , and the heartbreaking decision she was forced to make under duress .	0	0	1
679	Doctors should be advised , they must inform patients <head>about</head> side effects and dangers .	0	0	1
680	Its purpose will be to inform interested parties <head>about</head> the company 's history , current activities and production facilities , profiles of key employees and financial performance including current position and anticipated future prospects .	0	0	1
681	Pineau informed de Gaulle <head>about</head> the strongly republican and socialist trend of resistance ideology and tried to persuade him to abandon his political reticence , which was causing concern among resisters .	0	0	1
682	The idea grew out of their weekly meetings and from the desire to inform younger West Indians <head>about</head> their heritage .	0	0	1
683	Can you advise me <head>about</head> the pros and cons and tell me the best way to retain their copper finish ?	0	0	1
684	A lawyer will be able to advise you <head>about</head> this .	0	0	1
685	There will be a brief address <head>about</head> the company and Corby , a video of the process and a visit to the plant .	0	0	1
686	Late in 1926 , Herbert returned to South Africa to give lectures <head>about</head> the expedition , illustrated by still photographs and moving pictures .	0	0	1
687	"Lectures <head>about</head> this type of library material tend to sound like a catalogue of unfamiliar names -- the ` catalogue aria "" ."	0	0	1
688	Dexter recalled that halfway through the homelessness report Nicola had delivered a short lecture <head>about</head> the appalling conditions in which one family lived while managing to look stunning at the same time .	0	0	1
689	` They would chat <head>about</head> the day , what Alex had been doing -- then Alex would come on the phone .	0	0	1
690	"On his visit to London we were able to get together for a bit of a jam and a chat <head>about</head> some of the parts he played on the ` new "" album"	0	0	1
691	Life , she felt vaguely but powerfully , was more than fervent chats <head>about</head> great literature .	0	0	1
692	And when the rain threatened to overflow our collective high water mark , we adjourned for coffee and a chat <head>about</head> Neil Kinnock .	0	0	1
693	Serious conversation <head>about</head> alcohol is reserved for wine and spirits .	0	0	1
694	There was much conversation <head>about</head> the leaves .	0	0	1
695	Christopher and Francis were deep in conversation <head>about</head> pottery , speaking French .	0	0	1
696	Of course , some people take hobbies , pastimes and other activities to incredible lengths , but you do n't have to be able to converse knowledgeably <head>about</head> all the different types to enjoy an exquisite bloom .	0	0	1
697	"They spoke <head>about</head> the ` concerns and worries "" President Gorbachev had expressed about the developments in East Germany in recent days ."	0	0	1
698	They talked a lot <head>about</head> his childhood .	0	0	1
699	Well let's talk , let 's talk a little bit <head>about</head> the personnel that you 've got on the City Council now and the kinds of services in general that you 're providing .	0	0	1
700	"I heard an older couple joking <head>about</head> it : ` I do n't care what kind of burial I have , "" he said , ` as long as I 'm on top of her . """	0	0	1
701	"The way they joke <head>about</head> their LP going to 207 ` with an anchor "" , the way they break down the myths of the American Dream and the Troubles back home"	0	0	1
702	"All week long , the Hollywood gossip <head>about</head> this case was of drugs , mysticism and off-beat sex , and for once there may be more truth than fantasy in the flashy talk of the town . """	0	0	1
703	They exchanged banter and gossip <head>about</head> old friends , new acquaintances , and fresh scandals .	0	0	1
704	There is without a shadow of doubt some very nasty gossip <head>about</head> me now sludging its filthy way through the intestines of the society I know and have come to despise .	0	0	1
705	I 'll tell them malicious gossip <head>about</head> the rest of the club and I 'll become a kind of mascot .	0	0	1
706	"` Joe heard the gossip <head>about</head> you and me and this is his revenge . """	0	0	1
707	Father Devine went on to speak of his admiration for Shakespeare , but had no fresh gossip <head>about</head> the Bard .	0	0	1
708	Their conversation became more relaxed , drifting from their backgrounds to their jobs to increasingly indiscreet gossip <head>about</head> their colleagues , as the alcohol turned them from new acquaintances into old and trusted friends .	0	0	1
709	Moreover there was gossip <head>about</head> the two which disgusted me .	0	0	1
